NaOH_M,FineAgg_kgm3,CuringTemp_C,CuringTime_hr,Age_days,FA_binder_ratio,RCA_ratio,TotalCoarse_kgm3,Agg_Binder_ratio,CS_MPa,Source
12.0,650.0,60.0,48.0,7.0,1.0,0.2608695652173913,1150.0,3.75,40.9,DS1_RCA_GPC
12.0,650.0,60.0,72.0,7.0,1.0,0.2608695652173913,1150.0,3.75,50.1,DS1_RCA_GPC
12.0,650.0,24.0,24.0,14.0,1.0,0.2608695652173913,1150.0,3.75,36.5,DS1_RCA_GPC
12.0,650.0,48.0,24.0,14.0,1.0,0.2608695652173913,1150.0,3.75,34.8,DS1_RCA_GPC
12.0,650.0,48.0,48.0,14.0,1.0,0.2608695652173913,1150.0,3.75,39.1,DS1_RCA_GPC
12.0,650.0,48.0,72.0,14.0,1.0,0.2608695652173913,1150.0,3.75,49.7,DS1_RCA_GPC
12.0,650.0,60.0,24.0,14.0,1.0,0.2608695652173913,1150.0,3.75,35.0,DS1_RCA_GPC
12.0,650.0,60.0,48.0,14.0,1.0,0.2608695652173913,1150.0,3.75,41.2,DS1_RCA_GPC
12.0,650.0,60.0,72.0,14.0,1.0,0.2608695652173913,1150.0,3.75,50.6,DS1_RCA_GPC
12.0,650.0,24.0,24.0,28.0,1.0,0.2608695652173913,1150.0,3.75,37.6,DS1_RCA_GPC
12.0,650.0,48.0,24.0,28.0,1.0,0.2608695652173913,1150.0,3.75,36.2,DS1_RCA_GPC
12.0,650.0,48.0,48.0,28.0,1.0,0.2608695652173913,1150.0,3.75,43.6,DS1_RCA_GPC
12.0,650.0,48.0,72.0,28.0,1.0,0.2608695652173913,1150.0,3.75,51.4,DS1_RCA_GPC
12.0,650.0,60.0,24.0,28.0,1.0,0.2608695652173913,1150.0,3.75,36.6,DS1_RCA_GPC
12.0,650.0,60.0,48.0,28.0,1.0,0.2608695652173913,1150.0,3.75,44.5,DS1_RCA_GPC
12.0,650.0,60.0,72.0,28.0,1.0,0.2608695652173913,1150.0,3.75,52.1,DS1_RCA_GPC
14.0,650.0,24.0,24.0,3.0,1.0,0.2608695652173913,1150.0,3.75,37.3,DS1_RCA_GPC
14.0,650.0,48.0,24.0,3.0,1.0,0.2608695652173913,1150.0,3.75,35.8,DS1_RCA_GPC
14.0,650.0,48.0,48.0,3.0,1.0,0.2608695652173913,1150.0,3.75,39.2,DS1_RCA_GPC
14.0,650.0,48.0,72.0,3.0,1.0,0.2608695652173913,1150.0,3.75,50.1,DS1_RCA_GPC
14.0,650.0,60.0,24.0,3.0,1.0,0.2608695652173913,1150.0,3.75,36.2,DS1_RCA_GPC
14.0,650.0,60.0,48.0,3.0,1.0,0.2608695652173913,1150.0,3.75,42.6,DS1_RCA_GPC
14.0,650.0,60.0,72.0,3.0,1.0,0.2608695652173913,1150.0,3.75,50.1,DS1_RCA_GPC
14.0,650.0,24.0,24.0,7.0,1.0,0.2608695652173913,1150.0,3.75,37.3,DS1_RCA_GPC
14.0,650.0,48.0,24.0,7.0,1.0,0.2608695652173913,1150.0,3.75,35.5,DS1_RCA_GPC
14.0,650.0,48.0,48.0,7.0,1.0,0.2608695652173913,1150.0,3.75,39.0,DS1_RCA_GPC
14.0,650.0,48.0,72.0,7.0,1.0,0.2608695652173913,1150.0,3.75,50.0,DS1_RCA_GPC
14.0,650.0,60.0,24.0,7.0,1.0,0.2608695652173913,1150.0,3.75,36.0,DS1_RCA_GPC
14.0,650.0,60.0,48.0,7.0,1.0,0.2608695652173913,1150.0,3.75,41.9,DS1_RCA_GPC
14.0,650.0,60.0,72.0,7.0,1.0,0.2608695652173913,1150.0,3.75,50.4,DS1_RCA_GPC
14.0,650.0,24.0,24.0,14.0,1.0,0.2608695652173913,1150.0,3.75,37.5,DS1_RCA_GPC
14.0,650.0,48.0,24.0,14.0,1.0,0.2608695652173913,1150.0,3.75,35.0,DS1_RCA_GPC
14.0,650.0,48.0,48.0,14.0,1.0,0.2608695652173913,1150.0,3.75,40.1,DS1_RCA_GPC
14.0,650.0,48.0,72.0,14.0,1.0,0.2608695652173913,1150.0,3.75,49.8,DS1_RCA_GPC
14.0,650.0,60.0,24.0,14.0,1.0,0.2608695652173913,1150.0,3.75,35.4,DS1_RCA_GPC
14.0,650.0,60.0,48.0,14.0,1.0,0.2608695652173913,1150.0,3.75,42.1,DS1_RCA_GPC
14.0,650.0,60.0,72.0,14.0,1.0,0.2608695652173913,1150.0,3.75,50.9,DS1_RCA_GPC
14.0,650.0,24.0,24.0,28.0,1.0,0.2608695652173913,1150.0,3.75,38.6,DS1_RCA_GPC
14.0,650.0,48.0,24.0,28.0,1.0,0.2608695652173913,1150.0,3.75,36.5,DS1_RCA_GPC
14.0,650.0,48.0,48.0,28.0,1.0,0.2608695652173913,1150.0,3.75,44.5,DS1_RCA_GPC
14.0,650.0,48.0,72.0,28.0,1.0,0.2608695652173913,1150.0,3.75,51.7,DS1_RCA_GPC
14.0,650.0,60.0,24.0,28.0,1.0,0.2608695652173913,1150.0,3.75,37.2,DS1_RCA_GPC
14.0,650.0,60.0,48.0,28.0,1.0,0.2608695652173913,1150.0,3.75,45.3,DS1_RCA_GPC
14.0,650.0,60.0,72.0,28.0,1.0,0.2608695652173913,1150.0,3.75,52.0,DS1_RCA_GPC
8.0,650.0,24.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,38.6,DS1_RCA_GPC
8.0,650.0,48.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,38.3,DS1_RCA_GPC
8.0,650.0,48.0,48.0,3.0,0.75,0.2608695652173913,1150.0,3.75,40.5,DS1_RCA_GPC
8.0,650.0,48.0,72.0,3.0,0.75,0.2608695652173913,1150.0,3.75,52.9,DS1_RCA_GPC
8.0,650.0,60.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,38.8,DS1_RCA_GPC
8.0,650.0,60.0,48.0,3.0,0.75,0.2608695652173913,1150.0,3.75,44.0,DS1_RCA_GPC
8.0,650.0,60.0,72.0,3.0,0.75,0.2608695652173913,1150.0,3.75,54.2,DS1_RCA_GPC
8.0,650.0,24.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,38.9,DS1_RCA_GPC
8.0,650.0,48.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,38.0,DS1_RCA_GPC
8.0,650.0,48.0,48.0,7.0,0.75,0.2608695652173913,1150.0,3.75,40.5,DS1_RCA_GPC
8.0,650.0,48.0,72.0,7.0,0.75,0.2608695652173913,1150.0,3.75,53.3,DS1_RCA_GPC
8.0,650.0,60.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,38.5,DS1_RCA_GPC
8.0,650.0,60.0,48.0,7.0,0.75,0.2608695652173913,1150.0,3.75,43.6,DS1_RCA_GPC
8.0,650.0,60.0,72.0,7.0,0.75,0.2608695652173913,1150.0,3.75,54.5,DS1_RCA_GPC
8.0,650.0,24.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,38.8,DS1_RCA_GPC
8.0,650.0,48.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,37.9,DS1_RCA_GPC
8.0,650.0,48.0,48.0,14.0,0.75,0.2608695652173913,1150.0,3.75,41.4,DS1_RCA_GPC
8.0,650.0,48.0,72.0,14.0,0.75,0.2608695652173913,1150.0,3.75,54.7,DS1_RCA_GPC
8.0,650.0,60.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,37.9,DS1_RCA_GPC
8.0,650.0,60.0,48.0,14.0,0.75,0.2608695652173913,1150.0,3.75,43.5,DS1_RCA_GPC
8.0,650.0,60.0,72.0,14.0,0.75,0.2608695652173913,1150.0,3.75,55.4,DS1_RCA_GPC
8.0,650.0,24.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,39.3,DS1_RCA_GPC
8.0,650.0,48.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,39.3,DS1_RCA_GPC
8.0,650.0,48.0,48.0,28.0,0.75,0.2608695652173913,1150.0,3.75,45.8,DS1_RCA_GPC
8.0,650.0,48.0,72.0,28.0,0.75,0.2608695652173913,1150.0,3.75,55.9,DS1_RCA_GPC
8.0,650.0,60.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,38.9,DS1_RCA_GPC
8.0,650.0,60.0,48.0,28.0,0.75,0.2608695652173913,1150.0,3.75,47.1,DS1_RCA_GPC
8.0,650.0,60.0,72.0,28.0,0.75,0.2608695652173913,1150.0,3.75,57.0,DS1_RCA_GPC
10.0,650.0,24.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,40.5,DS1_RCA_GPC
10.0,650.0,48.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,40.2,DS1_RCA_GPC
10.0,650.0,48.0,48.0,3.0,0.75,0.2608695652173913,1150.0,3.75,42.5,DS1_RCA_GPC
10.0,650.0,48.0,72.0,3.0,0.75,0.2608695652173913,1150.0,3.75,55.5,DS1_RCA_GPC
10.0,650.0,60.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,40.7,DS1_RCA_GPC
10.0,650.0,60.0,48.0,3.0,0.75,0.2608695652173913,1150.0,3.75,46.2,DS1_RCA_GPC
10.0,650.0,60.0,72.0,3.0,0.75,0.2608695652173913,1150.0,3.75,56.9,DS1_RCA_GPC
10.0,650.0,24.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,40.8,DS1_RCA_GPC
10.0,650.0,48.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,39.9,DS1_RCA_GPC
10.0,650.0,48.0,48.0,7.0,0.75,0.2608695652173913,1150.0,3.75,42.6,DS1_RCA_GPC
10.0,650.0,48.0,72.0,7.0,0.75,0.2608695652173913,1150.0,3.75,55.9,DS1_RCA_GPC
10.0,650.0,60.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,40.5,DS1_RCA_GPC
10.0,650.0,60.0,48.0,7.0,0.75,0.2608695652173913,1150.0,3.75,45.8,DS1_RCA_GPC
10.0,650.0,60.0,72.0,7.0,0.75,0.2608695652173913,1150.0,3.75,57.2,DS1_RCA_GPC
10.0,650.0,24.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,40.8,DS1_RCA_GPC
10.0,650.0,48.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,39.8,DS1_RCA_GPC
10.0,650.0,48.0,48.0,14.0,0.75,0.2608695652173913,1150.0,3.75,43.5,DS1_RCA_GPC
10.0,650.0,48.0,72.0,14.0,0.75,0.2608695652173913,1150.0,3.75,57.4,DS1_RCA_GPC
10.0,650.0,60.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,39.8,DS1_RCA_GPC
10.0,650.0,60.0,48.0,14.0,0.75,0.2608695652173913,1150.0,3.75,45.7,DS1_RCA_GPC
10.0,650.0,60.0,72.0,14.0,0.75,0.2608695652173913,1150.0,3.75,58.2,DS1_RCA_GPC
10.0,650.0,24.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,41.3,DS1_RCA_GPC
10.0,650.0,48.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,41.3,DS1_RCA_GPC
10.0,650.0,48.0,48.0,28.0,0.75,0.2608695652173913,1150.0,3.75,48.1,DS1_RCA_GPC
10.0,650.0,48.0,72.0,28.0,0.75,0.2608695652173913,1150.0,3.75,58.7,DS1_RCA_GPC
10.0,650.0,60.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,40.8,DS1_RCA_GPC
10.0,650.0,60.0,48.0,28.0,0.75,0.2608695652173913,1150.0,3.75,49.5,DS1_RCA_GPC
10.0,650.0,60.0,72.0,28.0,0.75,0.2608695652173913,1150.0,3.75,59.8,DS1_RCA_GPC
12.0,650.0,24.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,42.5,DS1_RCA_GPC
12.0,650.0,48.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,42.2,DS1_RCA_GPC
12.0,650.0,48.0,48.0,3.0,0.75,0.2608695652173913,1150.0,3.75,44.7,DS1_RCA_GPC
12.0,650.0,48.0,72.0,3.0,0.75,0.2608695652173913,1150.0,3.75,58.3,DS1_RCA_GPC
12.0,650.0,60.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,42.8,DS1_RCA_GPC
12.0,650.0,60.0,48.0,3.0,0.75,0.2608695652173913,1150.0,3.75,48.6,DS1_RCA_GPC
12.0,650.0,60.0,72.0,3.0,0.75,0.2608695652173913,1150.0,3.75,59.8,DS1_RCA_GPC
12.0,650.0,24.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,42.8,DS1_RCA_GPC
12.0,650.0,48.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,41.9,DS1_RCA_GPC
12.0,650.0,48.0,48.0,7.0,0.75,0.2608695652173913,1150.0,3.75,44.7,DS1_RCA_GPC
12.0,650.0,48.0,72.0,7.0,0.75,0.2608695652173913,1150.0,3.75,58.7,DS1_RCA_GPC
12.0,650.0,60.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,42.5,DS1_RCA_GPC
12.0,650.0,60.0,48.0,7.0,0.75,0.2608695652173913,1150.0,3.75,48.1,DS1_RCA_GPC
12.0,650.0,60.0,72.0,7.0,0.75,0.2608695652173913,1150.0,3.75,60.0,DS1_RCA_GPC
12.0,650.0,24.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,42.8,DS1_RCA_GPC
12.0,650.0,48.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,41.8,DS1_RCA_GPC
12.0,650.0,48.0,48.0,14.0,0.75,0.2608695652173913,1150.0,3.75,45.7,DS1_RCA_GPC
12.0,650.0,48.0,72.0,14.0,0.75,0.2608695652173913,1150.0,3.75,60.3,DS1_RCA_GPC
12.0,650.0,60.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,41.7,DS1_RCA_GPC
12.0,650.0,60.0,48.0,14.0,0.75,0.2608695652173913,1150.0,3.75,48.0,DS1_RCA_GPC
12.0,650.0,60.0,72.0,14.0,0.75,0.2608695652173913,1150.0,3.75,61.1,DS1_RCA_GPC
12.0,650.0,24.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,43.4,DS1_RCA_GPC
12.0,650.0,48.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,43.4,DS1_RCA_GPC
12.0,650.0,48.0,48.0,28.0,0.75,0.2608695652173913,1150.0,3.75,50.5,DS1_RCA_GPC
12.0,650.0,48.0,72.0,28.0,0.75,0.2608695652173913,1150.0,3.75,61.7,DS1_RCA_GPC
12.0,650.0,60.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,42.8,DS1_RCA_GPC
12.0,650.0,60.0,48.0,28.0,0.75,0.2608695652173913,1150.0,3.75,52.0,DS1_RCA_GPC
12.0,650.0,60.0,72.0,28.0,0.75,0.2608695652173913,1150.0,3.75,62.8,DS1_RCA_GPC
14.0,650.0,24.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,44.6,DS1_RCA_GPC
14.0,650.0,48.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,44.3,DS1_RCA_GPC
14.0,650.0,48.0,48.0,3.0,0.75,0.2608695652173913,1150.0,3.75,46.9,DS1_RCA_GPC
14.0,650.0,48.0,72.0,3.0,0.75,0.2608695652173913,1150.0,3.75,61.2,DS1_RCA_GPC
14.0,650.0,60.0,24.0,3.0,0.75,0.2608695652173913,1150.0,3.75,44.9,DS1_RCA_GPC
14.0,650.0,60.0,48.0,3.0,0.75,0.2608695652173913,1150.0,3.75,51.0,DS1_RCA_GPC
14.0,650.0,60.0,72.0,3.0,0.75,0.2608695652173913,1150.0,3.75,62.8,DS1_RCA_GPC
14.0,650.0,24.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,45.0,DS1_RCA_GPC
14.0,650.0,48.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,44.0,DS1_RCA_GPC
14.0,650.0,48.0,48.0,7.0,0.75,0.2608695652173913,1150.0,3.75,46.9,DS1_RCA_GPC
14.0,650.0,48.0,72.0,7.0,0.75,0.2608695652173913,1150.0,3.75,61.7,DS1_RCA_GPC
14.0,650.0,60.0,24.0,7.0,0.75,0.2608695652173913,1150.0,3.75,44.6,DS1_RCA_GPC
14.0,650.0,60.0,48.0,7.0,0.75,0.2608695652173913,1150.0,3.75,50.5,DS1_RCA_GPC
14.0,650.0,60.0,72.0,7.0,0.75,0.2608695652173913,1150.0,3.75,63.0,DS1_RCA_GPC
14.0,650.0,24.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,45.0,DS1_RCA_GPC
14.0,650.0,48.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,43.9,DS1_RCA_GPC
14.0,650.0,48.0,48.0,14.0,0.75,0.2608695652173913,1150.0,3.75,48.0,DS1_RCA_GPC
14.0,650.0,48.0,72.0,14.0,0.75,0.2608695652173913,1150.0,3.75,63.3,DS1_RCA_GPC
14.0,650.0,60.0,24.0,14.0,0.75,0.2608695652173913,1150.0,3.75,43.8,DS1_RCA_GPC
14.0,650.0,60.0,48.0,14.0,0.75,0.2608695652173913,1150.0,3.75,50.4,DS1_RCA_GPC
14.0,650.0,60.0,72.0,14.0,0.75,0.2608695652173913,1150.0,3.75,64.1,DS1_RCA_GPC
14.0,650.0,24.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,45.6,DS1_RCA_GPC
14.0,650.0,48.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,45.5,DS1_RCA_GPC
14.0,650.0,48.0,48.0,28.0,0.75,0.2608695652173913,1150.0,3.75,53.1,DS1_RCA_GPC
14.0,650.0,48.0,72.0,28.0,0.75,0.2608695652173913,1150.0,3.75,64.8,DS1_RCA_GPC
14.0,650.0,60.0,24.0,28.0,0.75,0.2608695652173913,1150.0,3.75,45.0,DS1_RCA_GPC
14.0,650.0,60.0,48.0,28.0,0.75,0.2608695652173913,1150.0,3.75,54.6,DS1_RCA_GPC
14.0,650.0,60.0,72.0,28.0,0.75,0.2608695652173913,1150.0,3.75,66.0,DS1_RCA_GPC
8.0,650.0,24.0,24.0,3.0,1.0,0.5633802816901409,1420.0,3.175,23.8,DS1_RCA_GPC
8.0,650.0,48.0,24.0,3.0,1.0,0.5633802816901409,1420.0,3.175,23.6,DS1_RCA_GPC
8.0,650.0,48.0,48.0,3.0,1.0,0.5633802816901409,1420.0,3.175,25.0,DS1_RCA_GPC
8.0,650.0,48.0,72.0,3.0,1.0,0.5633802816901409,1420.0,3.175,32.7,DS1_RCA_GPC
8.0,650.0,60.0,24.0,3.0,1.0,0.5633802816901409,1420.0,3.175,24.0,DS1_RCA_GPC
8.0,650.0,60.0,48.0,3.0,1.0,0.5633802816901409,1420.0,3.175,27.2,DS1_RCA_GPC
8.0,650.0,60.0,72.0,3.0,1.0,0.5633802816901409,1420.0,3.175,33.5,DS1_RCA_GPC
8.0,650.0,24.0,24.0,7.0,1.0,0.5633802816901409,1420.0,3.175,24.0,DS1_RCA_GPC
8.0,650.0,48.0,24.0,7.0,1.0,0.5633802816901409,1420.0,3.175,23.5,DS1_RCA_GPC
8.0,650.0,48.0,48.0,7.0,1.0,0.5633802816901409,1420.0,3.175,25.0,DS1_RCA_GPC
8.0,650.0,48.0,72.0,7.0,1.0,0.5633802816901409,1420.0,3.175,32.9,DS1_RCA_GPC
8.0,650.0,60.0,24.0,7.0,1.0,0.5633802816901409,1420.0,3.175,23.8,DS1_RCA_GPC
8.0,650.0,60.0,48.0,7.0,1.0,0.5633802816901409,1420.0,3.175,26.9,DS1_RCA_GPC
8.0,650.0,60.0,72.0,7.0,1.0,0.5633802816901409,1420.0,3.175,33.6,DS1_RCA_GPC
8.0,650.0,24.0,24.0,14.0,1.0,0.5633802816901409,1420.0,3.175,24.0,DS1_RCA_GPC
8.0,650.0,48.0,24.0,14.0,1.0,0.5633802816901409,1420.0,3.175,23.4,DS1_RCA_GPC
8.0,650.0,48.0,48.0,14.0,1.0,0.5633802816901409,1420.0,3.175,25.6,DS1_RCA_GPC
8.0,650.0,48.0,72.0,14.0,1.0,0.5633802816901409,1420.0,3.175,33.8,DS1_RCA_GPC
8.0,650.0,60.0,24.0,14.0,1.0,0.5633802816901409,1420.0,3.175,23.4,DS1_RCA_GPC
8.0,650.0,60.0,48.0,14.0,1.0,0.5633802816901409,1420.0,3.175,26.9,DS1_RCA_GPC
8.0,650.0,60.0,72.0,14.0,1.0,0.5633802816901409,1420.0,3.175,34.2,DS1_RCA_GPC
8.0,650.0,24.0,24.0,28.0,1.0,0.5633802816901409,1420.0,3.175,24.3,DS1_RCA_GPC
8.0,650.0,48.0,24.0,28.0,1.0,0.5633802816901409,1420.0,3.175,24.3,DS1_RCA_GPC
8.0,650.0,48.0,48.0,28.0,1.0,0.5633802816901409,1420.0,3.175,28.3,DS1_RCA_GPC
8.0,650.0,48.0,72.0,28.0,1.0,0.5633802816901409,1420.0,3.175,34.6,DS1_RCA_GPC
8.0,650.0,60.0,24.0,28.0,1.0,0.5633802816901409,1420.0,3.175,24.0,DS1_RCA_GPC
8.0,650.0,60.0,48.0,28.0,1.0,0.5633802816901409,1420.0,3.175,29.1,DS1_RCA_GPC
8.0,650.0,60.0,72.0,28.0,1.0,0.5633802816901409,1420.0,3.175,35.2,DS1_RCA_GPC
10.0,650.0,24.0,24.0,3.0,1.0,0.5633802816901409,1420.0,3.175,24.5,DS1_RCA_GPC
10.0,650.0,48.0,24.0,3.0,1.0,0.5633802816901409,1420.0,3.175,23.9,DS1_RCA_GPC
10.0,650.0,48.0,48.0,3.0,1.0,0.5633802816901409,1420.0,3.175,25.4,DS1_RCA_GPC
10.0,650.0,48.0,72.0,3.0,1.0,0.5633802816901409,1420.0,3.175,33.2,DS1_RCA_GPC
10.0,650.0,60.0,24.0,3.0,1.0,0.5633802816901409,1420.0,3.175,24.2,DS1_RCA_GPC
10.0,650.0,60.0,48.0,3.0,1.0,0.5633802816901409,1420.0,3.175,27.7,DS1_RCA_GPC
10.0,650.0,60.0,72.0,3.0,1.0,0.5633802816901409,1420.0,3.175,33.7,DS1_RCA_GPC
10.0,650.0,24.0,24.0,7.0,1.0,0.5633802816901409,1420.0,3.175,24.6,DS1_RCA_GPC
10.0,650.0,48.0,24.0,7.0,1.0,0.5633802816901409,1420.0,3.175,23.7,DS1_RCA_GPC
10.0,650.0,48.0,48.0,7.0,1.0,0.5633802816901409,1420.0,3.175,25.4,DS1_RCA_GPC
10.0,650.0,48.0,72.0,7.0,1.0,0.5633802816901409,1420.0,3.175,33.1,DS1_RCA_GPC
10.0,650.0,60.0,24.0,7.0,1.0,0.5633802816901409,1420.0,3.175,23.9,DS1_RCA_GPC
10.0,650.0,60.0,48.0,7.0,1.0,0.5633802816901409,1420.0,3.175,27.3,DS1_RCA_GPC
10.0,650.0,60.0,72.0,7.0,1.0,0.5633802816901409,1420.0,3.175,33.9,DS1_RCA_GPC
10.0,650.0,24.0,24.0,14.0,1.0,0.5633802816901409,1420.0,3.175,24.5,DS1_RCA_GPC
10.0,650.0,48.0,24.0,14.0,1.0,0.5633802816901409,1420.0,3.175,23.5,DS1_RCA_GPC
10.0,650.0,48.0,48.0,14.0,1.0,0.5633802816901409,1420.0,3.175,26.0,DS1_RCA_GPC
10.0,650.0,48.0,72.0,14.0,1.0,0.5633802816901409,1420.0,3.175,33.7,DS1_RCA_GPC
10.0,650.0,60.0,24.0,14.0,1.0,0.5633802816901409,1420.0,3.175,23.6,DS1_RCA_GPC
10.0,650.0,60.0,48.0,14.0,1.0,0.5633802816901409,1420.0,3.175,27.4,DS1_RCA_GPC
10.0,650.0,60.0,72.0,14.0,1.0,0.5633802816901409,1420.0,3.175,34.2,DS1_RCA_GPC
10.0,650.0,24.0,24.0,28.0,1.0,0.5633802816901409,1420.0,3.175,24.9,DS1_RCA_GPC
10.0,650.0,48.0,24.0,28.0,1.0,0.5633802816901409,1420.0,3.175,24.4,DS1_RCA_GPC
10.0,650.0,48.0,48.0,28.0,1.0,0.5633802816901409,1420.0,3.175,29.0,DS1_RCA_GPC
10.0,650.0,48.0,72.0,28.0,1.0,0.5633802816901409,1420.0,3.175,34.7,DS1_RCA_GPC
10.0,650.0,60.0,24.0,28.0,1.0,0.5633802816901409,1420.0,3.175,24.4,DS1_RCA_GPC
10.0,650.0,60.0,48.0,28.0,1.0,0.5633802816901409,1420.0,3.175,29.8,DS1_RCA_GPC
